text,iso_code,language_name,source,usage
당시 일본 정교회는 아직 재정적으로 자립할 수 있는 상태가 아니라서 급여를 지불할 수 없게 된 많은 교직자들을 해고시킬 수밖에 없게 되어 교세는 쇠약해졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
가족여행에서 다섯 살인 울 꼬맹으도 맛나게 먹을 수 있는 곳.,ko,Korean,Universal Dependencies Treebanks,preprocessing
블룸버그뉴스가 최근 실시한 설문조사에 따르면 OPEC 회원국들의 9월 총 원유 생산량은 하루 평균 2905만5000배럴로 전월보다 0.5% 줄어들었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
시원한 국물이 넘 맛있어요,ko,Korean,Universal Dependencies Treebanks,preprocessing
지난달 2일 RBA는 금리를 동결할 것이란 시장 예상과 달리 6개월 만에 기준금리를 4.75%로 0.25%p 인상했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"그는 이어 ""만약 이 서비스가 제대로 정착만 된다면 중국 및 동남아 부유층 유치에 일대 전기를 마련하게 되는 계기가 될 것""이라며 ""외국인도 이용 가능한 상품으로 기획되었다는 점에서 국내 골프투어 수출 시대의 개막도 기대해봄직하다""고 강한 자신감을 나타냈다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
대한민국에서는 중학교2학년때부터 러시아어를 배울 수 있으며 대학수학능력시험에서도 제2외국어로 선택할 수 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
이 시점에서 오소리오는 군사의 지휘를 오르도녜스에게 맡기고 전장에서 이탈했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
지식인이었던 켈수스는 기독교인들의 천박한 지성을 다음과 같이 비평하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
여기서 대전까지 몇 키로야,ko,Korean,Universal Dependencies Treebanks,preprocessing
괜찮은 인테리어는 아닌데 시장 횟집 분위기에 매운탕도 좋고 회가 좋네요,ko,Korean,Universal Dependencies Treebanks,preprocessing
고기집 치고는 반찬도 여러 가지 나와요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
오는 2012~2015년 정상회의는 멕시코-러시아-호주-터키순으로 주최한다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"음핵의 대부분을 덮은 포피를 가진 여성들은 종종 포피가 덮인 채 자위행위를 하는 남성과 비슷하게, 음핵 귀두를 덮은 포피를 자극함으로써 자위행위를 한다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"그는 ""미국 정부도 한국을 비롯해 인도 중국 등 아시아 국가들 등장을 감안해 외교 정책을 재조정할 필요가 있다""면서 ""하지만 아시아는 21세기 잠재력은 높지만 아직은 확실히 그렇다고 말하기에는 이르다""고 밝혔다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"밀러 감독관은 ""OPA는 스마트미터 정보를 제대로 분석할 공식을 마련하는 데 그동안 늑장을 부렸고, 이 때문에 '비수기'와 '성수기'시간대별 전기사용에 얼마나 많은 차이가 있는지 알 수 없다""고 꼬집었다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"2층에는 등산, 캠핑, 텐트 이월특가 상품들이 있더군요.",ko,Korean,Universal Dependencies Treebanks,preprocessing
하이원리조트(대표 최흥집)가 최근 컨벤션호텔에서 폐광지역 주민을 대상으로 와인&테이블 매너 강좌를 실시해 눈길을 끌고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
대전까지 막히면 얼마만에 가겠니,ko,Korean,Universal Dependencies Treebanks,preprocessing
유전자 조작 생물은 재조합 DNA 기술을 이용하여 유전자가 변형된 생물이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
현재 미국 버지니아 주 윌리엄스버그 시내에 북미에서는 최초의 영구 식민지가 된 제임스타운을 건설했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
강남사거리 지금 상황이 어때,ko,Korean,Universal Dependencies Treebanks,preprocessing
2009년 3월 14일부터는 스이카의 사용이 가능해졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
흑백으로 찍힌 남산타워 사진을 찾아라,ko,Korean,Universal Dependencies Treebanks,preprocessing
알레르기성 비염이랑 천식으로 고생했었든데 한 달 조금 넘게 꾸준히 다녔더니 그 후 일년 넘게 아무렇지도 않네요,ko,Korean,Universal Dependencies Treebanks,preprocessing
허블이 계산한 안드로메다에 있는 세페이드 변광성까지의 거리는 대논쟁을 확실히 끝맺었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
고기도 맛있고 반찬도 깔끔하지만 무엇보다도 사골육수에 굴으 넣어 끓인 떡국맛이 일품이었읍니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
달까지 거리 좀 알려줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
"IBM 관계자는 ""'스마트 시티 챌린지'지원을 담당하는 팀은 IBM 최고 전문가 그룹으로 구성될 것""이라며 ""참여를 원하는 도시는 '스마트 시티 챌린지'가 지원하는 자원을 활용해 도시 역량을 향상시킬 수 있음을 입증해야 하며, 인구 10만에서 70만 명 규모가 가장 큰 혜택을 얻을 수 있을 것""이라고 조언했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
내일 하나은행 개점 시간,ko,Korean,Universal Dependencies Treebanks,preprocessing
1990년 2월 국가계획위원회 행정조직국장을 거쳐 1993년 3월 황해북도 행정경제위원장에 임명되어 1994년 5월까지 역임했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"또한 관절경 검사 및 선진 상처 관리 부문에서 세계 1위이자, 세계 굴지의 정형외과 업체들 중 하나이기도 한다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
약사님의 친절 상담에 항상 우리 아이들의 건강을 맡깁니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
전화로도 친절하게 알려주세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
근처 카페 좀 찾아줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
맛있고 친절해서 좋은데 점점 더 매워지는 것 같아요,ko,Korean,Universal Dependencies Treebanks,preprocessing
제도나 구조적인 문제가 아니라 운영 과정에서 빚어진 참극이라는 얘기다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"들깨가루 같은 것도 원하는대로 넣을 수도 있고, 밥도 무한 리필이고 해서 어린애들 동반해서 가족끼리 가서 먹기에는 좋은 곳이라고 생각합니다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
특히 6년차 아이돌답게 준비된 촬영 소품을 자유자재로 이용하며 능숙하게 포즈를 취해 촬영 스태프들을 놀라게 했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
원두도 추출법도 다양하게 즐길 수 있는 곳,ko,Korean,Universal Dependencies Treebanks,preprocessing
방송통신위원회는 이날 전체회의를 열어 채널A의 승인 신청을 받아들였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
김정민은 지난 1월 초 말레이시아 코타키나발루에서 스타화보 'Honey Girl'촬영에 나서 달콤하고 섹시한 매력을 선보였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
화보 속 박하선은 반항기 가득한 미소년으로 머리를 전부 넘겨 깔끔한 스타일을 선보였으며 조윤희가 니트 원피스로 중성적인 매력을 과시했다면 박하선은 완벽한 매니시 스타일을 선보였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
후라이드랑 양념은 완전 기름 범벅 느끼 그 자체입니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
친구들 모임이였는데 갈만하네요,ko,Korean,Universal Dependencies Treebanks,preprocessing
이 선양도 선위의 일종이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
일흔이라는 나이도 잊은 채 매서운 추위에도 굴을 캐고 있는 할머니가 안쓰러우면서도 자랑스럽게 여겨졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"후쿠오카 현은 예전에 지쿠고 국, 지쿠젠 국, 부젠 국에 속했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"또한 아시아 선수로서는 최초로 자력으로 올림픽에 진출한 선수가 되었으며, 한국 리듬체조로서는 1992년 하계 올림픽 이후 16년 만에 올림픽에 참가하는 선수가 되었다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
신라 효공(孝恭)왕 때 개산하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
전반적인 개조인 셈이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
여기에 다시 아일랜드가 투자등급마저 상실하면서 재정 위기 파문이 유럽 전체로 확산될 조짐을 보이고 있습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
포장 뜯을 때부터 헛구역질 나올 정도여서 끓이면 없어질 꺼라 생각했는데 도저히 먹을 수 없었어요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
개그맨 정준하가 진행을 맡은 MBC ESPN 야심 프로젝트 '날려라 홈런왕'의 공개 오디션이 2월 7일 오전 8시 30분 서울 은평구 박새길 은평구민체육센터에서 열렸다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
과거 주인공이자 부유한 기업인이자 무술인.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"한컴은 2009년에 487억 원의 매출과 512억 원의 영업이익, 144억 원의 순이익을 기록해 사상 최대 실적을 달성했으며, 7년 연속 흑자 실적의 기록을 이어갔다고 밝혔다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
맥도날드 멀어,ko,Korean,Universal Dependencies Treebanks,preprocessing
아무리 늦게 도착해도 체크인 가능합니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
아울러 바비킴과 거미의 '러브레시피'무대는 휘성의 그것과는 또 다른 매력을 느낄 수 있었다는 평이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
여기에 유지관리비용 2억6000만원과 토지•건물 감가상각 금액 3억 등을 합치면 손실액이 5억6000만원에 이른다는 게 변 의원의 주장이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
천안함 침몰 원인은 여전히 미궁에 빠져 있습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
사장님부터 직원들까지 늘 친절하고 안주도 실패작이 없었습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
달의 지름은 얼말까,ko,Korean,Universal Dependencies Treebanks,preprocessing
1월에는 20여 년 만에 발생한 기록적인 한파와 폭설로 인해 여러 가지 사건 사고가 발생했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
사람 셋이 갔는데 정구지 겉절이 하나만 주고 좀 더 달라고 하니까 다 먹고 달라 하라며 동네 장사 너무 인심 없게 함,ko,Korean,Universal Dependencies Treebanks,preprocessing
주로 점심에 가게 되는데 깔끔하고 한 상 가득 너무 좋아요,ko,Korean,Universal Dependencies Treebanks,preprocessing
그 사이 한 층 더 업그레이드 된 복근과 치골 라인으로 팬들을 술렁이게 하고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
경부고속도로 막히냐,ko,Korean,Universal Dependencies Treebanks,preprocessing
환경 문제는 지금 4대강 사업의 최대 쟁점이 돼 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"이에 대해 전국교직원노동조합 동훈찬 참교육연구소장은 ""인권위 결정은 타당한 판단""이라며 ""간접체벌이라는 용어 자체에 문제가 있으며 이를 허용하는 것은 체벌금지 원칙에 맞지 않는다""고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
인터뷰는 새벽 3시가 넘어서 끝났다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
지금은 LG전자의 '옵티머스LTE'를 사용하고 있으며 이전에 사용하던 폰부터 문자메시지는 전화번호 별로 그룹핑하는 기능과 검색 등이 많이 편리해졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
화제의 댓글은 지난해 5월 포털사이트 다음에 올라온 모 경제지의 MC몽 관련 기사에 붙었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
어차피 그런 면은 당연히 이곳이 부족하기 때문이다!,ko,Korean,Universal Dependencies Treebanks,preprocessing
"전권위임법은 입법권을 내각에 넘겨주는 것으로, 전권위임법으로 독일 의회 민주주의는 붕괴된다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
여기 단골 할려고요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"김 대변인은 ""어제 서울G20정상회의 환영리셉션과 공식만찬에서 각국 정상들의 활발한 발언과 토론이 있었다""고 덧붙였다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
이러한 인문주의가 다시 꽃피게 되는 것은 15세기가 되어서였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
기대되는 주유소입니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
사진 티아라 day by day 앨범 Cover,ko,Korean,Universal Dependencies Treebanks,preprocessing
더구나 사장님이 매주 수요일인가 봉사활동을 위해서 식당 문까지 닫으실 정도로 어려운 사람들을 위해서도 열심인 게 음식 맛보다도 마음에 듭니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
맥도날드까지 얼마만큼 걸리나요?,ko,Korean,Universal Dependencies Treebanks,preprocessing
티아라 day by day 앨범 Cover 이미지,ko,Korean,Universal Dependencies Treebanks,preprocessing
지금 영업 중인 약국이 있을까,ko,Korean,Universal Dependencies Treebanks,preprocessing
주민성분이라고 부르기도 한다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
저희 어머니가 3년 가까이 계시는데 한결 같아요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"에드워즈 대변인은 ""법적 근거가 강력하다""며 ""필립모리스가 결국 승소할 것""이라고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
하지만 남자 미용사 분 진짜 커트 못합니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
허위사실유포를 처벌하는 것에 대해 다음과 같은 비판이 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"노르웨이 의회에서 오슬로 공항을 짓기로 가결했을 때, 오슬로 센트랄 역부터 공항까지의 고속 철도도 같이 짓기로 하였다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
부대찌게 전문점이였는데 이젠 삼겹살도 판다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
쉐자 구는 평포족 시라야족 소롱사의 지사인 학갑사(學甲社)의 거주지였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
맛이 예전하고 틀려서 이젠 집에서 만들어 먹어요,ko,Korean,Universal Dependencies Treebanks,preprocessing
태명이 '준'인 아기는 딸이랍니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
건축학 개론 출연진 알려줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
선생님도 그냥 보통 간호사들도 그냥 보통...,ko,Korean,Universal Dependencies Treebanks,preprocessing
근처 장난감 가게 좀 알아봐 줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
관련 종목이 대시세 분출주로 분류되는 까닭은 파격적인 실적 뿐 아니라 특급 호재가 순차적으로 대기하고 있기 때문이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"이날 국립중앙박물관에서 박 박사는 ""그 의궤가 영원히 한국 땅에 남아있게 하고 '대여'란 말을 없애기 위해서는 여러분이 협심해서 손에 손을 잡고 장기간 노력하지 않으면 안 된다""며 ""의궤가 다시 불란서에 가지 않고 한국에 영원히 남도록 노력해주길 부탁한다""고 거듭 강조했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
보고를 받은 박 시장은 강변으로 가 두 손으로 강물을 떠서 몇 모금 마셨다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
이로써 KIA는 SK에 3-2 신승을 거뒀고 4연승을 이어가게 되었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
광안리 불꽃축제 때 이 곳에서 관람을 했습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
소녀시대 지 비디오 찾아줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
아빠 직장 버스로 가는 방법,ko,Korean,Universal Dependencies Treebanks,preprocessing
"이외에도 100주년, 취임 100일, 100분 토론 등 100이 들어간 행사는 셀 수 없이 많다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
또한 화강암과 도자기의 주요 생산지이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
남산 타워 흑백사진 찾아주세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"저자는 이 책에서 자신의 실제 매매와 소프트웨어 개발, 강의 경험 등 그간 연구, 발전시켜온 트레이딩 기법을 낱낱이 공개했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
사업 번창하세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
구글 로고는,ko,Korean,Universal Dependencies Treebanks,preprocessing
"1912년 중화민국이 건국되지만 얼마 가지 않아 중국은 군벌들에 의해 분열되며 장쑤 성에는 1927년 장제스가 난징 정부를 수립하고, 장제스는 곧 중국 대부분을 지배하게 된다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
첨 오시는 분은 후회하지 마시고 들어가지 마세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"물론, 분량과 시간안배는 기본이다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
미국 국채를 1조 달러 이상 보유하고 있는 `큰 손` 중국은 이미 여러 차례 미국 정부에 재정문제의 조속한 해결을 촉구해왔다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
전 매니아입니다..,ko,Korean,Universal Dependencies Treebanks,preprocessing
인천공항까지 얼마나 걸려,ko,Korean,Universal Dependencies Treebanks,preprocessing
첨에 기름이 좋은 듯 했는데 요즘은 색깔이 까맣네요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"이에 따라 삼성SDI의 분기별 실적 모멘텀은 약화될 것이라며 4분기 IFRS 연결기준 실적은 매출액 1조2000억 원(-10 %), 영업이익 804억 원(-35%)로 추정했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
너의 이상형은,ko,Korean,Universal Dependencies Treebanks,preprocessing
지금 구글 CEO가 누구지,ko,Korean,Universal Dependencies Treebanks,preprocessing
피부재생술 받고 너무 좋습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
가족 단위 손님도 많고 회식하시는 분들도 많아요!,ko,Korean,Universal Dependencies Treebanks,preprocessing
가격 비해 맛도 괜찮고 박달대게만 전문적으로 하네요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"또 보건, 노동 및 환경 부문에 높은 기준을 유지하려는 양국 의지가 협정문에 분명하게 명시돼야 하며, 투자자, 국가분쟁 제도와 제외품목 열거방식(네거티브 리스트)의 서비스시장 조항을 수정해야 한다고 주장했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
재계약 시기를 맞은 단지의 전셋값이 강세를 보이면서 지난해 서울 강남지역 전셋값 상승률은 7.6%로 나타났습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
푸짐한 음식과 맛도 좋고 양에 비해 가격 저렴하고 얼큰한 바르미 샤브 칼국수 먹으러 와 보세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
단점으로는 즐길 거리가 부족하다,ko,Korean,Universal Dependencies Treebanks,preprocessing
서울시장과 구청장은 선호의 동조화 경향이 뚜렷하다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
창원명곡고등학교(昌原明谷高等學校)는 경상남도 창원시 의창구 명곡동에 위치한 고등학교이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
자전거로 대전역 어떻게 가,ko,Korean,Universal Dependencies Treebanks,preprocessing
드셔보시면 압니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
이달곤 행정안전부 장관이 6.2 지방선거에서 경남도지사 후보로 출마하기 위해 사퇴한다고 행안부가 4일 밝혔다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
실제 2004년 40대 여행객은 198만6780명으로 20대 149만654명보다 약 50만명이 많았다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"연초부터 중동•북아프리카 사태가 터지면서 유가가 폭등했고, 3월에는 일본에서 대지진이 발생, 세계 경제가 큰 타격을 받으면서부터다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
전년도보다 5.7% 감소한 수치다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
근처 장난감 가게 좀 알아봐 줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
"1936년에 뉴욕 주 뉴욕에서 태어났고, 예사바 대학교에서 철학과 교육학 분야에서 석사학위를 받았다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
여기서 대전까지 몇 킬로야?,ko,Korean,Universal Dependencies Treebanks,preprocessing
친절하고 없는 책도 구해주실려고 노력합니다,ko,Korean,Universal Dependencies Treebanks,preprocessing
음식도 넘넘 깔끔하고 맛있구요,ko,Korean,Universal Dependencies Treebanks,preprocessing
수족관 깨끗하고 장어도 맛은 있는데 시설이 비위생적입니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
공화춘이란 이름이 넘 아깝네요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
1905년 일가는 베를린으로 이사하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
또 수비에서 반칙이 많다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
그때 한산동은 미륵불(彌勒佛)이라 자칭하며 민심을 선동하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
강산구의 옛 이름은 간진림(竿?林)이며 옛날에 모초간(茅草竿)이 군생한 것에서 명명되었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
인심은 잘 모르겠으나 쌈장과 배추가 맛있어 그냥 먹을만했음,ko,Korean,Universal Dependencies Treebanks,preprocessing
붉은 벨벳으로 왕관을 만드는데 대개는 그 위에 수천의 보석으로 장식을 한다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"그는 ""이런 상황에서 삼성테크윈은 새 부품을 개발하기보다는 종전 부품으로 단순 교체해주는 작업으로 문제를 키운 측면이 있다""고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"그는 그 동안 아들의 학자금을 카드론이나 현금 서비스로 메우다 보니 신용등급이 7등급으로 떨어졌고, 은행의 대출 문턱을 넘기가 더욱 어려워졌다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
몽정을 할 경우 심리적인 죄책감이나 부끄러움을 느끼는 사람이 상당수이며 이것은 올바른 성의식이 확립되지 않았기 때문이라 할 수 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
그거 괜찮더라구요~,ko,Korean,Universal Dependencies Treebanks,preprocessing
가끔은 그 때 맛이 더 그리울 때도 있어요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"감점 요인은 중앙 난방식 시스템, 이웃들의 미성숙한 행동과 태도에 있습니다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"7일 법무부가 발표한 변호사시험 합격자 비율과 관련, 대한변호사협회 측이 주장한 '입학정원 대비 50% 합격안'에 대해 전국 법학전문대학원(로스쿨) 학생들이 자퇴서를 모으고 집회를 여는 등 집단행동에 돌입했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"재미 있는 활동도 하고, 공부도 재미있고, 쉽게 가리켜준다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
맛있고 다 구워져서 나와서 편하고 기름기가 다 빠져서 담백해요!,ko,Korean,Universal Dependencies Treebanks,preprocessing
일단 배달 엄청 빠르고 음식 맛있어요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"2001년 미국 프로 야구 LA 다저스에 입단하여 뉴욕 메츠, 텍사스 레인저스, 시애틀 매리너스 등에서 활동하다가, 2008년 12월 계약금 6만 달러와 연봉 24만 달러를 합친 총액 30만 달러(약 4억 3천만 원)의 조건으로 한화 이글스와 계약을 맺었다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"배우 강혜정, 이윤지, 남명렬, 정원중 등이 참여해 화제를 모은 연극 <프루프 영화 <뷰티풀 마인드 천재수학자 존 내쉬와 그의 가상의 딸을 소재로 쓰여진 작품으로 생동감 있고 참신한 드라마로 평가받고 있다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
일부 수입차업체는 홈쇼핑 방송과 더불어 아예 전시장에서도 같은 조건으로 차량을 판매하고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
어느새 당신도 단골이 되어 있을 겁니다!,ko,Korean,Universal Dependencies Treebanks,preprocessing
"김 시장은 문화체육관광부 장관에게 보낸 건의문에서 ""구제역 예방이라는 정책에 부응하고자 지난해 8월부터 6개월간 준비한 태백산 눈축제를 전면 취소하기로 했다""라고 설명했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
전망대 가는 산길은 험하지만 임도로 가면 지루할 정도로 평탄해요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
자문사 '7공주'로 꼽히는 LG화학 하이닉스 기아차 삼성전기 삼성SDI 삼성테크윈 제일모직 등의 주가 흐름에 변화가 감지되고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
앨리스 해먼드 샤프(Alice Hammond Sharp) 또는 사부인(史婦人)은 미국 감리교회의 선교사로 한국이름은 사애리시(史愛理施)이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
진짜 Lp판 틀어 놓아서 분위기가 너무 좋더라구요,ko,Korean,Universal Dependencies Treebanks,preprocessing
가서 먹어보세요!,ko,Korean,Universal Dependencies Treebanks,preprocessing
중국의 한 농민공이 고향 초등학교에 난입해 폭약을 터뜨리는 사건이 발생했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
"대한민국임시정부 등에서 활동하였고 1945년 광복 뒤에는 한국민주당 창당에 참여하였으며, 한민당의 대표 자격으로 좌우합작에 참여하였으나 당으로부터 버림받고, 민족자주연맹으로 당적을 옮겼다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
시원한 곰치국과 통통한 고등어 구이가 정말 맛있네요,ko,Korean,Universal Dependencies Treebanks,preprocessing
오만 원 이상 카드결제를 하는데 부가세 별도라며 오천원을 추가 결제하더군요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"노조 관계자는 ""아직 부속협상이 진행 중이지만 23일 0시를 기해 방송이 완전 정상화될 전망""이라고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
눈물 흘리는 성모님 말고도 성당 안에 매달려 계신 예수님과 성모님께도 관심을 가져주세요.,ko,Korean,Universal Dependencies Treebanks,preprocessing
대전까지 몇 마일인가요?,ko,Korean,Universal Dependencies Treebanks,preprocessing
"특히 김 청장은 ""바다에서의 각종 사고는 예고가 없기 때문에 사고발생시 즉시 대응할 수 있도록 평소 인명구조장비 점검 등 관리에 만전을 다해 줄 것""도 각별히 주문했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"도는 경기회복의 동력을 유지하고 체감경기의 조기회복을 위해 지방재정 조기집행을 적극적으로 추진한 결과 선정의 영예를 안게 돼 충남도 본청이 5억 원, 연기군 3억 원, 금산군 3억 원의 재정 인센티브를 각각 받는다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"아이패드2 출시가 실적 개선의 신호탄이 될 것으로 보이며 최근 발매된 ""아이패드2의 초기물량 매진사태""로 범핑수요가 대폭 증가해 실적 성장을 이끌 것이다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
일리노이 중부 블루밍튼의 노숙자 쉼터 '홈 스위트 홈 미니스트리즈'에 수 주 전부터 기거해온 맥키는 전날 욕실 안에서 비상 도움을 요청했으며 쉼터 측 신고로 현장에 출동한 경찰은 뚜껑이 닫혀 있던 변기 안에서 신생아를 발견했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing
지구 지름 좀 알려줘,ko,Korean,Universal Dependencies Treebanks,preprocessing
문경가면 꼭 들려보세요,ko,Korean,Universal Dependencies Treebanks,preprocessing
"교외로 나가면 새로운 섹스를 나누는 데 필요한, 그러나 직접 구입하기에는 꺼림칙한 각종 기구를 제공하는 곳들도 있다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
"인천국제공항철도 운서역이 차로 20여분 거리에 위치하고, 향후 개통 예정(2013~2014년)인 영종역은 차로 12분이면 이용할 수 있다.",ko,Korean,Universal Dependencies Treebanks,preprocessing
