text,iso_code,language_name,source,usage,detected_script,cleaned_text
대한민국에서는 중학교2학년때부터 러시아어를 배울 수 있으며 대학수학능력시험에서도 제2외국어로 선택할 수 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,대 한 민 국 에 서 는 중 학 교 학 년 때 부 터 러 시 아 어 를 배 울 수 있 으 며 대 학 수 학 능 력 시 험 에 서 도 제 외 국 어 로 선 택 할 수 있 다 .
이 시점에서 오소리오는 군사의 지휘를 오르도녜스에게 맡기고 전장에서 이탈했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,이 시 점 에 서 오 소 리 오 는 군 사 의 지 휘 를 오 르 도 녜 스 에 게 맡 기 고 전 장 에 서 이 탈 했 다 .
지식인이었던 켈수스는 기독교인들의 천박한 지성을 다음과 같이 비평하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,지 식 인 이 었 던 켈 수 스 는 기 독 교 인 들 의 천 박 한 지 성 을 다 음 과 같 이 비 평 하 였 다 .
여기서 대전까지 몇 키로야,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,여 기 서 대 전 까 지 몇 키 로 야
괜찮은 인테리어는 아닌데 시장 횟집 분위기에 매운탕도 좋고 회가 좋네요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,괜 찮 은 인 테 리 어 는 아 닌 데 시 장 횟 집 분 위 기 에 매 운 탕 도 좋 고 회 가 좋 네 요
고기집 치고는 반찬도 여러 가지 나와요.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,고 기 집 치 고 는 반 찬 도 여 러 가 지 나 와 요 .
오는 2012~2015년 정상회의는 멕시코-러시아-호주-터키순으로 주최한다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,오 는 ~ 년 정 상 회 의 는 멕 시 코 - 러 시 아 - 호 주 - 터 키 순 으 로 주 최 한 다 .
"음핵의 대부분을 덮은 포피를 가진 여성들은 종종 포피가 덮인 채 자위행위를 하는 남성과 비슷하게, 음핵 귀두를 덮은 포피를 자극함으로써 자위행위를 한다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"음 핵 의 대 부 분 을 덮 은 포 피 를 가 진 여 성 들 은 종 종 포 피 가 덮 인 채 자 위 행 위 를 하 는 남 성 과 비 슷 하 게 , 음 핵 귀 두 를 덮 은 포 피 를 자 극 함 으 로 써 자 위 행 위 를 한 다 ."
"그는 ""미국 정부도 한국을 비롯해 인도 중국 등 아시아 국가들 등장을 감안해 외교 정책을 재조정할 필요가 있다""면서 ""하지만 아시아는 21세기 잠재력은 높지만 아직은 확실히 그렇다고 말하기에는 이르다""고 밝혔다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"그 는 "" 미 국 정 부 도 한 국 을 비 롯 해 인 도 중 국 등 아 시 아 국 가 들 등 장 을 감 안 해 외 교 정 책 을 재 조 정 할 필 요 가 있 다 "" 면 서 "" 하 지 만 아 시 아 는 세 기 잠 재 력 은 높 지 만 아 직 은 확 실 히 그 렇 다 고 말 하 기 에 는 이 르 다 "" 고 밝 혔 다 ."
"밀러 감독관은 ""OPA는 스마트미터 정보를 제대로 분석할 공식을 마련하는 데 그동안 늑장을 부렸고, 이 때문에 '비수기'와 '성수기'시간대별 전기사용에 얼마나 많은 차이가 있는지 알 수 없다""고 꼬집었다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"밀 러 감 독 관 은 "" O P A 는 스 마 트 미 터 정 보 를 제 대 로 분 석 할 공 식 을 마 련 하 는 데 그 동 안 늑 장 을 부 렸 고 , 이 때 문 에 ' 비 수 기 ' 와 ' 성 수 기 ' 시 간 대 별 전 기 사 용 에 얼 마 나 많 은 차 이 가 있 는 지 알 수 없 다 "" 고 꼬 집 었 다 ."
"2층에는 등산, 캠핑, 텐트 이월특가 상품들이 있더군요.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"층 에 는 등 산 , 캠 핑 , 텐 트 이 월 특 가 상 품 들 이 있 더 군 요 ."
하이원리조트(대표 최흥집)가 최근 컨벤션호텔에서 폐광지역 주민을 대상으로 와인&테이블 매너 강좌를 실시해 눈길을 끌고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,하 이 원 리 조 트 ( 대 표 최 흥 집 ) 가 최 근 컨 벤 션 호 텔 에 서 폐 광 지 역 주 민 을 대 상 으 로 와 인 & 테 이 블 매 너 강 좌 를 실 시 해 눈 길 을 끌 고 있 다 .
대전까지 막히면 얼마만에 가겠니,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,대 전 까 지 막 히 면 얼 마 만 에 가 겠 니
유전자 조작 생물은 재조합 DNA 기술을 이용하여 유전자가 변형된 생물이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,유 전 자 조 작 생 물 은 재 조 합 D N A 기 술 을 이 용 하 여 유 전 자 가 변 형 된 생 물 이 다 .
현재 미국 버지니아 주 윌리엄스버그 시내에 북미에서는 최초의 영구 식민지가 된 제임스타운을 건설했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,현 재 미 국 버 지 니 아 주 윌 리 엄 스 버 그 시 내 에 북 미 에 서 는 최 초 의 영 구 식 민 지 가 된 제 임 스 타 운 을 건 설 했 다 .
강남사거리 지금 상황이 어때,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,강 남 사 거 리 지 금 상 황 이 어 때
2009년 3월 14일부터는 스이카의 사용이 가능해졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,년 월 일 부 터 는 스 이 카 의 사 용 이 가 능 해 졌 다 .
흑백으로 찍힌 남산타워 사진을 찾아라,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,흑 백 으 로 찍 힌 남 산 타 워 사 진 을 찾 아 라
알레르기성 비염이랑 천식으로 고생했었든데 한 달 조금 넘게 꾸준히 다녔더니 그 후 일년 넘게 아무렇지도 않네요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,알 레 르 기 성 비 염 이 랑 천 식 으 로 고 생 했 었 든 데 한 달 조 금 넘 게 꾸 준 히 다 녔 더 니 그 후 일 년 넘 게 아 무 렇 지 도 않 네 요
허블이 계산한 안드로메다에 있는 세페이드 변광성까지의 거리는 대논쟁을 확실히 끝맺었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,허 블 이 계 산 한 안 드 로 메 다 에 있 는 세 페 이 드 변 광 성 까 지 의 거 리 는 대 논 쟁 을 확 실 히 끝 맺 었 다 .
고기도 맛있고 반찬도 깔끔하지만 무엇보다도 사골육수에 굴으 넣어 끓인 떡국맛이 일품이었읍니다,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,고 기 도 맛 있 고 반 찬 도 깔 끔 하 지 만 무 엇 보 다 도 사 골 육 수 에 굴 으 넣 어 끓 인 떡 국 맛 이 일 품 이 었 읍 니 다
달까지 거리 좀 알려줘,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,달 까 지 거 리 좀 알 려 줘
"IBM 관계자는 ""'스마트 시티 챌린지'지원을 담당하는 팀은 IBM 최고 전문가 그룹으로 구성될 것""이라며 ""참여를 원하는 도시는 '스마트 시티 챌린지'가 지원하는 자원을 활용해 도시 역량을 향상시킬 수 있음을 입증해야 하며, 인구 10만에서 70만 명 규모가 가장 큰 혜택을 얻을 수 있을 것""이라고 조언했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"I B M 관 계 자 는 "" ' 스 마 트 시 티 챌 린 지 ' 지 원 을 담 당 하 는 팀 은 I B M 최 고 전 문 가 그 룹 으 로 구 성 될 것 "" 이 라 며 "" 참 여 를 원 하 는 도 시 는 ' 스 마 트 시 티 챌 린 지 ' 가 지 원 하 는 자 원 을 활 용 해 도 시 역 량 을 향 상 시 킬 수 있 음 을 입 증 해 야 하 며 , 인 구 만 에 서 만 명 규 모 가 가 장 큰 혜 택 을 얻 을 수 있 을 것 "" 이 라 고 조 언 했 다 ."
내일 하나은행 개점 시간,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,내 일 하 나 은 행 개 점 시 간
1990년 2월 국가계획위원회 행정조직국장을 거쳐 1993년 3월 황해북도 행정경제위원장에 임명되어 1994년 5월까지 역임했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,년 월 국 가 계 획 위 원 회 행 정 조 직 국 장 을 거 쳐 년 월 황 해 북 도 행 정 경 제 위 원 장 에 임 명 되 어 년 월 까 지 역 임 했 다 .
"또한 관절경 검사 및 선진 상처 관리 부문에서 세계 1위이자, 세계 굴지의 정형외과 업체들 중 하나이기도 한다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"또 한 관 절 경 검 사 및 선 진 상 처 관 리 부 문 에 서 세 계 위 이 자 , 세 계 굴 지 의 정 형 외 과 업 체 들 중 하 나 이 기 도 한 다 ."
약사님의 친절 상담에 항상 우리 아이들의 건강을 맡깁니다,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,약 사 님 의 친 절 상 담 에 항 상 우 리 아 이 들 의 건 강 을 맡 깁 니 다
전화로도 친절하게 알려주세요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,전 화 로 도 친 절 하 게 알 려 주 세 요
근처 카페 좀 찾아줘,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,근 처 카 페 좀 찾 아 줘
맛있고 친절해서 좋은데 점점 더 매워지는 것 같아요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,맛 있 고 친 절 해 서 좋 은 데 점 점 더 매 워 지 는 것 같 아 요
제도나 구조적인 문제가 아니라 운영 과정에서 빚어진 참극이라는 얘기다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,제 도 나 구 조 적 인 문 제 가 아 니 라 운 영 과 정 에 서 빚 어 진 참 극 이 라 는 얘 기 다 .
"들깨가루 같은 것도 원하는대로 넣을 수도 있고, 밥도 무한 리필이고 해서 어린애들 동반해서 가족끼리 가서 먹기에는 좋은 곳이라고 생각합니다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"들 깨 가 루 같 은 것 도 원 하 는 대 로 넣 을 수 도 있 고 , 밥 도 무 한 리 필 이 고 해 서 어 린 애 들 동 반 해 서 가 족 끼 리 가 서 먹 기 에 는 좋 은 곳 이 라 고 생 각 합 니 다 ."
특히 6년차 아이돌답게 준비된 촬영 소품을 자유자재로 이용하며 능숙하게 포즈를 취해 촬영 스태프들을 놀라게 했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,특 히 년 차 아 이 돌 답 게 준 비 된 촬 영 소 품 을 자 유 자 재 로 이 용 하 며 능 숙 하 게 포 즈 를 취 해 촬 영 스 태 프 들 을 놀 라 게 했 다 .
원두도 추출법도 다양하게 즐길 수 있는 곳,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,원 두 도 추 출 법 도 다 양 하 게 즐 길 수 있 는 곳
방송통신위원회는 이날 전체회의를 열어 채널A의 승인 신청을 받아들였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,방 송 통 신 위 원 회 는 이 날 전 체 회 의 를 열 어 채 널 A 의 승 인 신 청 을 받 아 들 였 다 .
김정민은 지난 1월 초 말레이시아 코타키나발루에서 스타화보 'Honey Girl'촬영에 나서 달콤하고 섹시한 매력을 선보였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,김 정 민 은 지 난 월 초 말 레 이 시 아 코 타 키 나 발 루 에 서 스 타 화 보 ' H o n e y G i r l ' 촬 영 에 나 서 달 콤 하 고 섹 시 한 매 력 을 선 보 였 다 .
화보 속 박하선은 반항기 가득한 미소년으로 머리를 전부 넘겨 깔끔한 스타일을 선보였으며 조윤희가 니트 원피스로 중성적인 매력을 과시했다면 박하선은 완벽한 매니시 스타일을 선보였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,화 보 속 박 하 선 은 반 항 기 가 득 한 미 소 년 으 로 머 리 를 전 부 넘 겨 깔 끔 한 스 타 일 을 선 보 였 으 며 조 윤 희 가 니 트 원 피 스 로 중 성 적 인 매 력 을 과 시 했 다 면 박 하 선 은 완 벽 한 매 니 시 스 타 일 을 선 보 였 다 .
후라이드랑 양념은 완전 기름 범벅 느끼 그 자체입니다,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,후 라 이 드 랑 양 념 은 완 전 기 름 범 벅 느 끼 그 자 체 입 니 다
친구들 모임이였는데 갈만하네요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,친 구 들 모 임 이 였 는 데 갈 만 하 네 요
이 선양도 선위의 일종이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,이 선 양 도 선 위 의 일 종 이 다 .
일흔이라는 나이도 잊은 채 매서운 추위에도 굴을 캐고 있는 할머니가 안쓰러우면서도 자랑스럽게 여겨졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,일 흔 이 라 는 나 이 도 잊 은 채 매 서 운 추 위 에 도 굴 을 캐 고 있 는 할 머 니 가 안 쓰 러 우 면 서 도 자 랑 스 럽 게 여 겨 졌 다 .
"후쿠오카 현은 예전에 지쿠고 국, 지쿠젠 국, 부젠 국에 속했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"후 쿠 오 카 현 은 예 전 에 지 쿠 고 국 , 지 쿠 젠 국 , 부 젠 국 에 속 했 다 ."
"또한 아시아 선수로서는 최초로 자력으로 올림픽에 진출한 선수가 되었으며, 한국 리듬체조로서는 1992년 하계 올림픽 이후 16년 만에 올림픽에 참가하는 선수가 되었다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"또 한 아 시 아 선 수 로 서 는 최 초 로 자 력 으 로 올 림 픽 에 진 출 한 선 수 가 되 었 으 며 , 한 국 리 듬 체 조 로 서 는 년 하 계 올 림 픽 이 후 년 만 에 올 림 픽 에 참 가 하 는 선 수 가 되 었 다 ."
신라 효공(孝恭)왕 때 개산하였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,신 라 효 공 ( 孝 恭 ) 왕 때 개 산 하 였 다 .
전반적인 개조인 셈이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,전 반 적 인 개 조 인 셈 이 다 .
여기에 다시 아일랜드가 투자등급마저 상실하면서 재정 위기 파문이 유럽 전체로 확산될 조짐을 보이고 있습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,여 기 에 다 시 아 일 랜 드 가 투 자 등 급 마 저 상 실 하 면 서 재 정 위 기 파 문 이 유 럽 전 체 로 확 산 될 조 짐 을 보 이 고 있 습 니 다 .
포장 뜯을 때부터 헛구역질 나올 정도여서 끓이면 없어질 꺼라 생각했는데 도저히 먹을 수 없었어요.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,포 장 뜯 을 때 부 터 헛 구 역 질 나 올 정 도 여 서 끓 이 면 없 어 질 꺼 라 생 각 했 는 데 도 저 히 먹 을 수 없 었 어 요 .
개그맨 정준하가 진행을 맡은 MBC ESPN 야심 프로젝트 '날려라 홈런왕'의 공개 오디션이 2월 7일 오전 8시 30분 서울 은평구 박새길 은평구민체육센터에서 열렸다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,개 그 맨 정 준 하 가 진 행 을 맡 은 M B C E S P N 야 심 프 로 젝 트 ' 날 려 라 홈 런 왕 ' 의 공 개 오 디 션 이 월 일 오 전 시 분 서 울 은 평 구 박 새 길 은 평 구 민 체 육 센 터 에 서 열 렸 다 .
과거 주인공이자 부유한 기업인이자 무술인.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,과 거 주 인 공 이 자 부 유 한 기 업 인 이 자 무 술 인 .
"한컴은 2009년에 487억 원의 매출과 512억 원의 영업이익, 144억 원의 순이익을 기록해 사상 최대 실적을 달성했으며, 7년 연속 흑자 실적의 기록을 이어갔다고 밝혔다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"한 컴 은 년 에 억 원 의 매 출 과 억 원 의 영 업 이 익 , 억 원 의 순 이 익 을 기 록 해 사 상 최 대 실 적 을 달 성 했 으 며 , 년 연 속 흑 자 실 적 의 기 록 을 이 어 갔 다 고 밝 혔 다 ."
맥도날드 멀어,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,맥 도 날 드 멀 어
아무리 늦게 도착해도 체크인 가능합니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,아 무 리 늦 게 도 착 해 도 체 크 인 가 능 합 니 다 .
아울러 바비킴과 거미의 '러브레시피'무대는 휘성의 그것과는 또 다른 매력을 느낄 수 있었다는 평이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,아 울 러 바 비 킴 과 거 미 의 ' 러 브 레 시 피 ' 무 대 는 휘 성 의 그 것 과 는 또 다 른 매 력 을 느 낄 수 있 었 다 는 평 이 다 .
여기에 유지관리비용 2억6000만원과 토지•건물 감가상각 금액 3억 등을 합치면 손실액이 5억6000만원에 이른다는 게 변 의원의 주장이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,여 기 에 유 지 관 리 비 용 억 만 원 과 토 지 • 건 물 감 가 상 각 금 액 억 등 을 합 치 면 손 실 액 이 억 만 원 에 이 른 다 는 게 변 의 원 의 주 장 이 다 .
천안함 침몰 원인은 여전히 미궁에 빠져 있습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,천 안 함 침 몰 원 인 은 여 전 히 미 궁 에 빠 져 있 습 니 다 .
사장님부터 직원들까지 늘 친절하고 안주도 실패작이 없었습니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,사 장 님 부 터 직 원 들 까 지 늘 친 절 하 고 안 주 도 실 패 작 이 없 었 습 니 다 .
달의 지름은 얼말까,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,달 의 지 름 은 얼 말 까
1월에는 20여 년 만에 발생한 기록적인 한파와 폭설로 인해 여러 가지 사건 사고가 발생했다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,월 에 는 여 년 만 에 발 생 한 기 록 적 인 한 파 와 폭 설 로 인 해 여 러 가 지 사 건 사 고 가 발 생 했 다 .
사람 셋이 갔는데 정구지 겉절이 하나만 주고 좀 더 달라고 하니까 다 먹고 달라 하라며 동네 장사 너무 인심 없게 함,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,사 람 셋 이 갔 는 데 정 구 지 겉 절 이 하 나 만 주 고 좀 더 달 라 고 하 니 까 다 먹 고 달 라 하 라 며 동 네 장 사 너 무 인 심 없 게 함
주로 점심에 가게 되는데 깔끔하고 한 상 가득 너무 좋아요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,주 로 점 심 에 가 게 되 는 데 깔 끔 하 고 한 상 가 득 너 무 좋 아 요
그 사이 한 층 더 업그레이드 된 복근과 치골 라인으로 팬들을 술렁이게 하고 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,그 사 이 한 층 더 업 그 레 이 드 된 복 근 과 치 골 라 인 으 로 팬 들 을 술 렁 이 게 하 고 있 다 .
경부고속도로 막히냐,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,경 부 고 속 도 로 막 히 냐
환경 문제는 지금 4대강 사업의 최대 쟁점이 돼 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,환 경 문 제 는 지 금 대 강 사 업 의 최 대 쟁 점 이 돼 있 다 .
"이에 대해 전국교직원노동조합 동훈찬 참교육연구소장은 ""인권위 결정은 타당한 판단""이라며 ""간접체벌이라는 용어 자체에 문제가 있으며 이를 허용하는 것은 체벌금지 원칙에 맞지 않는다""고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"이 에 대 해 전 국 교 직 원 노 동 조 합 동 훈 찬 참 교 육 연 구 소 장 은 "" 인 권 위 결 정 은 타 당 한 판 단 "" 이 라 며 "" 간 접 체 벌 이 라 는 용 어 자 체 에 문 제 가 있 으 며 이 를 허 용 하 는 것 은 체 벌 금 지 원 칙 에 맞 지 않 는 다 "" 고 말 했 다 ."
인터뷰는 새벽 3시가 넘어서 끝났다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,인 터 뷰 는 새 벽 시 가 넘 어 서 끝 났 다 .
지금은 LG전자의 '옵티머스LTE'를 사용하고 있으며 이전에 사용하던 폰부터 문자메시지는 전화번호 별로 그룹핑하는 기능과 검색 등이 많이 편리해졌다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,지 금 은 L G 전 자 의 ' 옵 티 머 스 L T E ' 를 사 용 하 고 있 으 며 이 전 에 사 용 하 던 폰 부 터 문 자 메 시 지 는 전 화 번 호 별 로 그 룹 핑 하 는 기 능 과 검 색 등 이 많 이 편 리 해 졌 다 .
화제의 댓글은 지난해 5월 포털사이트 다음에 올라온 모 경제지의 MC몽 관련 기사에 붙었다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,화 제 의 댓 글 은 지 난 해 월 포 털 사 이 트 다 음 에 올 라 온 모 경 제 지 의 M C 몽 관 련 기 사 에 붙 었 다 .
어차피 그런 면은 당연히 이곳이 부족하기 때문이다!,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,어 차 피 그 런 면 은 당 연 히 이 곳 이 부 족 하 기 때 문 이 다 !
"전권위임법은 입법권을 내각에 넘겨주는 것으로, 전권위임법으로 독일 의회 민주주의는 붕괴된다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"전 권 위 임 법 은 입 법 권 을 내 각 에 넘 겨 주 는 것 으 로 , 전 권 위 임 법 으 로 독 일 의 회 민 주 주 의 는 붕 괴 된 다 ."
여기 단골 할려고요.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,여 기 단 골 할 려 고 요 .
"김 대변인은 ""어제 서울G20정상회의 환영리셉션과 공식만찬에서 각국 정상들의 활발한 발언과 토론이 있었다""고 덧붙였다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"김 대 변 인 은 "" 어 제 서 울 G 정 상 회 의 환 영 리 셉 션 과 공 식 만 찬 에 서 각 국 정 상 들 의 활 발 한 발 언 과 토 론 이 있 었 다 "" 고 덧 붙 였 다 ."
이러한 인문주의가 다시 꽃피게 되는 것은 15세기가 되어서였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,이 러 한 인 문 주 의 가 다 시 꽃 피 게 되 는 것 은 세 기 가 되 어 서 였 다 .
기대되는 주유소입니다,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,기 대 되 는 주 유 소 입 니 다
사진 티아라 day by day 앨범 Cover,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,사 진 티 아 라 d a y b y d a y 앨 범 C o v e r
더구나 사장님이 매주 수요일인가 봉사활동을 위해서 식당 문까지 닫으실 정도로 어려운 사람들을 위해서도 열심인 게 음식 맛보다도 마음에 듭니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,더 구 나 사 장 님 이 매 주 수 요 일 인 가 봉 사 활 동 을 위 해 서 식 당 문 까 지 닫 으 실 정 도 로 어 려 운 사 람 들 을 위 해 서 도 열 심 인 게 음 식 맛 보 다 도 마 음 에 듭 니 다 .
맥도날드까지 얼마만큼 걸리나요?,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,맥 도 날 드 까 지 얼 마 만 큼 걸 리 나 요 ?
티아라 day by day 앨범 Cover 이미지,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,티 아 라 d a y b y d a y 앨 범 C o v e r 이 미 지
지금 영업 중인 약국이 있을까,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,지 금 영 업 중 인 약 국 이 있 을 까
주민성분이라고 부르기도 한다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,주 민 성 분 이 라 고 부 르 기 도 한 다 .
저희 어머니가 3년 가까이 계시는데 한결 같아요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,저 희 어 머 니 가 년 가 까 이 계 시 는 데 한 결 같 아 요
"에드워즈 대변인은 ""법적 근거가 강력하다""며 ""필립모리스가 결국 승소할 것""이라고 말했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"에 드 워 즈 대 변 인 은 "" 법 적 근 거 가 강 력 하 다 "" 며 "" 필 립 모 리 스 가 결 국 승 소 할 것 "" 이 라 고 말 했 다 ."
하지만 남자 미용사 분 진짜 커트 못합니다,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,하 지 만 남 자 미 용 사 분 진 짜 커 트 못 합 니 다
허위사실유포를 처벌하는 것에 대해 다음과 같은 비판이 있다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,허 위 사 실 유 포 를 처 벌 하 는 것 에 대 해 다 음 과 같 은 비 판 이 있 다 .
"노르웨이 의회에서 오슬로 공항을 짓기로 가결했을 때, 오슬로 센트랄 역부터 공항까지의 고속 철도도 같이 짓기로 하였다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"노 르 웨 이 의 회 에 서 오 슬 로 공 항 을 짓 기 로 가 결 했 을 때 , 오 슬 로 센 트 랄 역 부 터 공 항 까 지 의 고 속 철 도 도 같 이 짓 기 로 하 였 다 ."
부대찌게 전문점이였는데 이젠 삼겹살도 판다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,부 대 찌 게 전 문 점 이 였 는 데 이 젠 삼 겹 살 도 판 다 .
쉐자 구는 평포족 시라야족 소롱사의 지사인 학갑사(學甲社)의 거주지였다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,쉐 자 구 는 평 포 족 시 라 야 족 소 롱 사 의 지 사 인 학 갑 사 ( 學 甲 社 ) 의 거 주 지 였 다 .
맛이 예전하고 틀려서 이젠 집에서 만들어 먹어요,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,맛 이 예 전 하 고 틀 려 서 이 젠 집 에 서 만 들 어 먹 어 요
태명이 '준'인 아기는 딸이랍니다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,태 명 이 ' 준 ' 인 아 기 는 딸 이 랍 니 다 .
건축학 개론 출연진 알려줘,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,건 축 학 개 론 출 연 진 알 려 줘
선생님도 그냥 보통 간호사들도 그냥 보통...,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,선 생 님 도 그 냥 보 통 간 호 사 들 도 그 냥 보 통 . . .
근처 장난감 가게 좀 알아봐 줘,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,근 처 장 난 감 가 게 좀 알 아 봐 줘
관련 종목이 대시세 분출주로 분류되는 까닭은 파격적인 실적 뿐 아니라 특급 호재가 순차적으로 대기하고 있기 때문이다.,ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,관 련 종 목 이 대 시 세 분 출 주 로 분 류 되 는 까 닭 은 파 격 적 인 실 적 뿐 아 니 라 특 급 호 재 가 순 차 적 으 로 대 기 하 고 있 기 때 문 이 다 .
"이날 국립중앙박물관에서 박 박사는 ""그 의궤가 영원히 한국 땅에 남아있게 하고 '대여'란 말을 없애기 위해서는 여러분이 협심해서 손에 손을 잡고 장기간 노력하지 않으면 안 된다""며 ""의궤가 다시 불란서에 가지 않고 한국에 영원히 남도록 노력해주길 부탁한다""고 거듭 강조했다.",ko,Korean,Universal Dependencies Treebanks,preprocessing,korean,"이 날 국 립 중 앙 박 물 관 에 서 박 박 사 는 "" 그 의 궤 가 영 원 히 한 국 땅 에 남 아 있 게 하 고 ' 대 여 ' 란 말 을 없 애 기 위 해 서 는 여 러 분 이 협 심 해 서 손 에 손 을 잡 고 장 기 간 노 력 하 지 않 으 면 안 된 다 "" 며 "" 의 궤 가 다 시 불 란 서 에 가 지 않 고 한 국 에 영 원 히 남 도 록 노 력 해 주 길 부 탁 한 다 "" 고 거 듭 강 조 했 다 ."
